SKU_ID,Category,ABC_Class,Supplier_Name,Warehouse_Location,Received_Date,Last_Purchase_Date,Stock_Age_Days,Quantity_On_Hand,Damaged_Qty,Returns_Qty,Avg_Daily_Sales,Forecast_Next_30d,Reorder_Point,Safety_Stock,Lead_Time_Days,Total_Inventory_Value_USD,Supplier_OnTime_Pct,Inventory_Status,Inventory_Risk,Days_Of_Inventory,Purchase_Year,Purchase_Month,Purchase_Day
SKU_15400,Household,A,FreshMart Suppliers,Chennai Warehouse,2024-09-05 00:00:00,2024-11-15,343,392.0,7,1,16.11,434.4,131,55,8.0,37662.91,95.74,Low Stock,High Risk,24.332712600869026,2024,November,15
SKU_15341,Snacks,B,FreshMart Suppliers,Delhi Warehouse,2024-04-27 00:00:00,2024-06-02,116,336.0,6,7,24.02,875.01,133,46,11.0,36888.2,87.97,Overstock,Low Risk,13.98834304746045,2024,June,2
SKU_12460,Produce,B,Prime Distribution,Bangalore Warehouse,2025-04-09 00:00:00,2025-06-08,41,576.0,15,7,37.74,1125.848813229572,157,76,5.0,44498.5,93.96,Overstock,Low Risk,15.262321144674084,2025,June,8
SKU_10022,Snacks,A,NextGen Traders,Kolkata Warehouse,2024-04-18 00:00:00,2024-05-20,286,455.0,6,15,39.74,1489.84,84,73,7.0,11688.61,95.74,Normal,Low Risk,11.449421238047307,2024,May,20
SKU_12066,Dairy,B,Metro Supply Co,Delhi Warehouse,2024-06-26 00:00:00,2024-10-20,288,436.0,9,15,25.53,630.56,173,60,4.0,39413.53,97.9,Normal,Low Risk,17.07794751273012,2024,October,20
SKU_11653,Frozen Foods,A,NextGen Traders,Mumbai Warehouse,2024-01-23 00:00:00,2024-04-24,142,389.0,7,8,29.09,1026.21,129,49,11.0,27964.73,83.09,Low Stock,High Risk,13.37229288415263,2024,April,24
SKU_10702,Bakery,C,NextGen Traders,Bangalore Warehouse,2024-05-02 00:00:00,2024-07-13,258,267.0,11,12,31.24,1158.6,160,85,14.0,18605.06,88.65,Overstock,Low Risk,8.54673495518566,2024,July,13
SKU_14847,Beverages,B,Global Retail Supply,Mumbai Warehouse,2024-06-04 00:00:00,2024-08-26,379,466.0,7,9,46.42,1804.14,157,54,11.0,25747.21,92.61,Overstock,Low Risk,10.038776389487289,2024,August,26
SKU_12743,Beverages,A,Prime Distribution,Kolkata Warehouse,2023-11-17 00:00:00,2024-01-05,252,484.0,8,8,36.75,1130.91,109,61,8.0,36623.51,92.08,Low Stock,High Risk,13.170068027210885,2024,January,5
SKU_11376,Household,C,Global Retail Supply,Chennai Warehouse,2023-07-06 00:00:00,2023-09-13,84,384.0,6,7,20.93,510.01,117,89,8.0,20434.67,96.83,Low Stock,High Risk,18.346870520783565,2023,September,13
SKU_15448,Frozen Foods,A,Global Retail Supply,Bangalore Warehouse,2023-06-24 00:00:00,2023-08-08,144,411.0,15,7,44.8,1363.93,89,68,12.0,21698.65,98.1,Critical,High Risk,9.174107142857144,2023,August,8
SKU_12468,Frozen Foods,A,Urban Wholesale,Kolkata Warehouse,2023-08-13 00:00:00,2023-10-14,288,498.0,3,13,32.69,1163.33,127,71,11.0,38907.21,84.45,Critical,High Risk,15.234016518813094,2023,October,14
SKU_13754,Beverages,A,Metro Supply Co,Mumbai Warehouse,2024-09-08 00:00:00,2025-01-04,25,348.0,9,12,42.79,1276.498959143969,133,72,10.0,25446.29,88.33,Normal,Low Risk,8.132741294695021,2025,January,4
SKU_12325,Beverages,A,Urban Wholesale,Bangalore Warehouse,2023-03-31 00:00:00,2023-06-26,332,371.0,9,6,50.21,1778.52,157,35,8.0,42917.06,87.14,Critical,High Risk,7.388966341366261,2023,June,26
SKU_10460,Snacks,B,Prime Distribution,Bangalore Warehouse,2024-09-21 00:00:00,2024-10-13,85,293.0,13,13,41.95,1404.51,128,40,7.0,16025.19,93.14,Critical,High Risk,6.984505363528009,2024,October,13
SKU_14183,Dairy,C,Prime Distribution,Kolkata Warehouse,2023-09-25 00:00:00,2023-11-01,329,175.0,18,12,22.11,870.49,143,48,12.0,15327.04,90.5,Overstock,Low Risk,7.914970601537766,2023,November,1
SKU_14082,Personal Care,B,Urban Wholesale,Kolkata Warehouse,2024-07-09 00:00:00,2024-10-24,13,650.0,11,10,45.61,1373.32,136,68,8.0,31439.66,95.79,Low Stock,High Risk,14.251260688445516,2024,October,24
SKU_11486,Frozen Foods,A,FreshMart Suppliers,Mumbai Warehouse,2023-09-05 00:00:00,2023-12-11,54,563.0,10,6,45.45,1278.16,123,44,13.0,57523.77,91.21,Overstock,Low Risk,12.387238723872386,2023,December,11
SKU_13678,Produce,A,Urban Wholesale,Mumbai Warehouse,2024-04-23 00:00:00,2024-06-20,71,453.0,9,11,29.28,1083.35,128,57,8.0,49950.05,83.79,Overstock,Low Risk,15.471311475409836,2024,June,20
SKU_10282,Frozen Foods,C,Prime Distribution,Chennai Warehouse,2024-11-02 00:00:00,2024-11-19,169,417.0,8,12,44.48,1513.59,96,68,7.0,13149.87,84.49,Low Stock,High Risk,9.375,2024,November,19
SKU_13537,Personal Care,A,Prime Distribution,Bangalore Warehouse,2023-10-22 00:00:00,2024-01-13,136,291.0,5,11,35.73,1071.59,146,80,7.0,20646.88,94.13,Overstock,Low Risk,8.144416456759027,2024,January,13
SKU_14698,Snacks,A,Metro Supply Co,Bangalore Warehouse,2025-04-09 00:00:00,2025-05-09,111,604.0,6,6,44.67,1424.35,138,58,6.0,47982.34,95.14,Normal,Low Risk,13.521379001567047,2025,May,9
SKU_12581,Snacks,B,Metro Supply Co,Bangalore Warehouse,2024-12-27 00:00:00,2025-01-13,208,488.0,10,7,47.1,1231.96,108,67,9.0,44630.0,87.81,Overstock,Low Risk,10.360934182590233,2025,January,13
SKU_11368,Produce,B,Metro Supply Co,Bangalore Warehouse,2024-03-17 00:00:00,2024-06-16,343,226.0,13,3,31.61,1115.43,163,31,5.0,7142.14,88.74,Overstock,Low Risk,7.1496361910787725,2024,June,16
SKU_14487,Beverages,A,NextGen Traders,Bangalore Warehouse,2023-03-21 00:00:00,2023-06-09,197,505.0,9,0,33.71,949.4,151,36,12.0,29818.85,89.81,Normal,Low Risk,14.980717887867101,2023,June,9
SKU_10597,Personal Care,B,Metro Supply Co,Mumbai Warehouse,2024-12-08 00:00:00,2024-12-19,389,378.0,11,5,26.54,606.22,102,50,11.0,34999.74,98.72,Normal,Low Risk,14.242652599849285,2024,December,19
SKU_15445,Snacks,A,Prime Distribution,Mumbai Warehouse,2023-03-26 00:00:00,2023-06-15,225,408.0,6,9,51.35,1232.05,143,87,5.0,35541.19,85.35,Low Stock,High Risk,7.945472249269717,2023,June,15
SKU_16662,Produce,C,Metro Supply Co,Bangalore Warehouse,2023-06-05 00:00:00,2023-07-24,28,424.0,9,5,57.12,1379.53,141,39,6.0,14950.57,97.64,Critical,High Risk,7.42296918767507,2023,July,24
SKU_16318,Bakery,A,Metro Supply Co,Kolkata Warehouse,2023-05-23 00:00:00,2023-06-05,17,413.0,15,8,35.28,873.26,132,69,10.0,8315.07,93.87,Overstock,Low Risk,11.706349206349206,2023,June,5
SKU_14357,Frozen Foods,A,NextGen Traders,Mumbai Warehouse,2025-03-16 00:00:00,2025-03-21,166,448.0,8,13,37.07,1450.81,105,78,9.0,23553.2,83.41,Overstock,Low Risk,12.085244132721877,2025,March,21
SKU_13468,Household,A,Urban Wholesale,Bangalore Warehouse,2024-03-23 00:00:00,2024-07-21,55,317.0,9,2,29.05,740.48,118,28,11.0,9958.05,88.04,Critical,High Risk,10.912220309810671,2024,July,21
SKU_14269,Frozen Foods,A,FreshMart Suppliers,Mumbai Warehouse,2023-09-03 00:00:00,2023-10-15,127,415.0,11,5,33.35,736.15,133,46,9.0,35395.3,92.82,Critical,High Risk,12.443778110944526,2023,October,15
SKU_12990,Beverages,A,Global Retail Supply,Chennai Warehouse,2025-03-17 00:00:00,2025-05-18,309,395.0,13,0,48.28,1735.42,115,62,9.0,10430.7,88.0,Low Stock,High Risk,8.181441590720794,2025,May,18
SKU_15960,Personal Care,C,NextGen Traders,Chennai Warehouse,2024-08-30 00:00:00,2024-09-29,254,402.0,14,2,36.14,1427.93,81,55,6.0,44248.09,90.8,Low Stock,High Risk,11.123408965135583,2024,September,29
SKU_12544,Frozen Foods,B,Metro Supply Co,Bangalore Warehouse,2024-09-27 00:00:00,2024-12-14,399,421.0,11,11,46.28,1380.6116342412452,107,69,11.0,20116.12,84.07,Overstock,Low Risk,9.096802074330164,2024,December,14
SKU_15872,Snacks,B,FreshMart Suppliers,Bangalore Warehouse,2023-01-12 00:00:00,2023-04-22,246,434.0,4,7,31.68,1028.39,137,66,10.0,51094.81,91.89,Low Stock,High Risk,13.69949494949495,2023,April,22
SKU_14905,Beverages,B,Global Retail Supply,Kolkata Warehouse,2024-07-30 00:00:00,2024-08-02,311,300.0,4,9,34.69,1039.79,80,49,7.0,17525.02,87.31,Overstock,Low Risk,8.648025367541079,2024,August,2
SKU_14066,Frozen Foods,C,Global Retail Supply,Bangalore Warehouse,2024-07-11 00:00:00,2024-08-31,263,429.0,3,7,34.36,768.68,169,54,10.0,40359.8,93.69,Normal,Low Risk,12.485448195576252,2024,August,31
SKU_13988,Frozen Foods,A,Global Retail Supply,Delhi Warehouse,2023-10-13 00:00:00,2024-01-17,156,537.0,13,10,23.16,888.44,206,81,11.0,13136.23,97.09,Overstock,Low Risk,23.186528497409327,2024,January,17
SKU_16483,Produce,B,Global Retail Supply,Chennai Warehouse,2024-02-22 00:00:00,2024-03-29,382,427.0,5,15,35.98,1410.28,79,51,14.0,11762.23,93.84,Overstock,Low Risk,11.867704280155642,2024,March,29
SKU_10685,Frozen Foods,A,NextGen Traders,Bangalore Warehouse,2024-11-14 00:00:00,2024-11-16,110,268.0,12,0,14.5,508.82,142,70,9.0,26210.89,97.64,Normal,Low Risk,18.482758620689655,2024,November,16
SKU_14260,Dairy,A,Global Retail Supply,Mumbai Warehouse,2024-04-16 00:00:00,2024-08-14,81,218.0,5,10,32.73,1035.95,87,23,12.0,17325.1,96.93,Low Stock,High Risk,6.660556064772381,2024,August,14
SKU_13243,Snacks,B,FreshMart Suppliers,Mumbai Warehouse,2024-10-03 00:00:00,2024-11-24,369,440.0,16,3,48.42,1442.0,155,35,11.0,52427.55,98.55,Low Stock,High Risk,9.087154068566708,2024,November,24
SKU_15186,Snacks,A,NextGen Traders,Delhi Warehouse,2025-02-02 00:00:00,2025-04-09,267,352.0,6,2,26.64,791.37,120,88,7.0,35525.84,92.98,Low Stock,High Risk,13.213213213213212,2025,April,9
SKU_14083,Beverages,B,Metro Supply Co,Delhi Warehouse,2024-01-13 00:00:00,2024-04-07,248,217.0,3,17,38.22,1148.87,112,85,7.0,17054.9,89.6,Low Stock,High Risk,5.677655677655678,2024,April,7
SKU_12837,Dairy,C,Metro Supply Co,Mumbai Warehouse,2023-09-01 00:00:00,2023-12-06,66,382.0,15,13,42.19,1519.03,79,85,12.0,19560.2,97.07,Low Stock,High Risk,9.054278264991705,2023,December,6
SKU_13697,Dairy,B,Global Retail Supply,Bangalore Warehouse,2025-02-14 00:00:00,2025-02-21,117,576.0,11,10,35.95,1318.42,143,69,9.0,55810.06,97.99,Critical,High Risk,16.022253129346314,2025,February,21
SKU_14040,Bakery,B,Urban Wholesale,Bangalore Warehouse,2024-01-23 00:00:00,2024-05-02,339,289.0,10,0,32.28,1166.25,152,45,10.0,30472.24,94.87,Overstock,Low Risk,8.952912019826517,2024,May,2
SKU_12230,Snacks,A,FreshMart Suppliers,Bangalore Warehouse,2023-08-25 00:00:00,2023-11-19,163,333.0,9,12,39.28,1467.29,96,72,8.0,26864.9,87.61,Normal,Low Risk,8.477596741344195,2023,November,19
SKU_14890,Household,A,Prime Distribution,Chennai Warehouse,2023-01-22 00:00:00,2023-05-02,116,390.0,10,9,29.73,908.92,114,36,8.0,16110.78,95.67,Critical,High Risk,13.118062563067609,2023,May,2
SKU_12320,Produce,A,Prime Distribution,Chennai Warehouse,2025-02-22 00:00:00,2025-05-23,375,661.0,9,7,9.33,329.32,106,77,14.0,48647.38,88.83,Low Stock,High Risk,70.84673097534834,2025,May,23
SKU_10521,Household,B,Prime Distribution,Chennai Warehouse,2025-01-18 00:00:00,2025-05-02,399,445.0,13,6,39.08,1232.02,136,68,7.0,11572.09,82.95,Normal,Low Risk,11.38689866939611,2025,May,2
SKU_10522,Bakery,A,Urban Wholesale,Kolkata Warehouse,2025-02-27 00:00:00,2025-03-29,329,437.0,11,8,14.14,494.24,124,104,8.0,45730.64,97.79,Normal,Low Risk,30.905233380480905,2025,March,29
SKU_15233,Household,C,FreshMart Suppliers,Delhi Warehouse,2024-01-21 00:00:00,2024-02-19,194,511.0,9,0,29.28,1060.96,147,31,12.0,31740.6,83.57,Critical,High Risk,17.452185792349727,2024,February,19
SKU_15394,Produce,C,NextGen Traders,Delhi Warehouse,2024-04-12 00:00:00,2024-07-16,216,224.0,3,5,41.52,1644.97,138,55,17.0,22459.77,91.15,Critical,High Risk,5.394990366088631,2024,July,16
SKU_15391,Bakery,C,Urban Wholesale,Kolkata Warehouse,2025-01-20 00:00:00,2025-04-11,17,258.0,7,8,45.09,1226.37,141,52,10.0,7644.19,92.26,Critical,High Risk,5.721889554224883,2025,April,11
SKU_16141,Frozen Foods,B,FreshMart Suppliers,Kolkata Warehouse,2024-01-16 00:00:00,2024-04-08,74,296.0,13,5,16.23,483.09,98,43,6.0,26561.76,94.28,Normal,Low Risk,18.237831176833026,2024,April,8
SKU_10780,Bakery,A,NextGen Traders,Delhi Warehouse,2023-03-28 00:00:00,2023-05-11,36,415.0,13,12,27.52,723.67,60,59,10.0,49035.73,84.79,Normal,Low Risk,15.079941860465116,2023,May,11
SKU_15241,Personal Care,A,NextGen Traders,Chennai Warehouse,2025-04-11 00:00:00,2025-05-05,384,548.0,11,7,37.38,938.29,86,37,5.0,15084.03,82.39,Normal,Low Risk,14.660246120920277,2025,May,5
SKU_15844,Beverages,B,FreshMart Suppliers,Chennai Warehouse,2023-08-30 00:00:00,2023-11-18,178,545.0,3,4,22.13,664.06,39,76,14.0,39396.15,97.97,Normal,Low Risk,24.627202892001808,2023,November,18
SKU_10651,Frozen Foods,A,Urban Wholesale,Delhi Warehouse,2024-01-10 00:00:00,2024-02-26,368,463.0,7,10,24.3,571.18,171,42,10.0,34723.44,83.14,Normal,Low Risk,19.05349794238683,2024,February,26
SKU_14993,Bakery,A,Urban Wholesale,Bangalore Warehouse,2023-12-01 00:00:00,2024-03-24,189,451.0,14,8,32.51,812.1,100,99,10.0,34439.66,84.48,Normal,Low Risk,13.872654567825286,2024,March,24
SKU_12196,Dairy,B,Prime Distribution,Delhi Warehouse,2024-02-19 00:00:00,2024-01-04,95,440.0,10,1,38.59,1331.67,154,82,12.0,51482.55,87.19,Overstock,Low Risk,11.401917595231925,2024,January,4
SKU_10369,Snacks,B,Global Retail Supply,Kolkata Warehouse,2023-05-01 00:00:00,2023-07-01,322,566.0,15,5,21.81,459.61,113,43,9.0,46812.99,91.87,Normal,Low Risk,25.951398441082073,2023,July,1
SKU_14214,Frozen Foods,A,Global Retail Supply,Kolkata Warehouse,2024-03-14 12:00:00,2023-10-30,310,553.0,19,8,34.0,759.7,80,49,14.0,28577.83,84.96,Critical,High Risk,16.264705882352942,2023,October,30
SKU_10377,Dairy,A,Urban Wholesale,Mumbai Warehouse,2023-08-22 00:00:00,2023-09-20,306,467.0,19,7,26.52,916.09,100,38,7.0,14655.86,94.48,Critical,High Risk,17.609351432880846,2023,September,20
SKU_12216,Dairy,C,FreshMart Suppliers,Mumbai Warehouse,2024-10-05 00:00:00,2024-10-21,177,380.0,3,9,53.84,1159.76,105,73,12.0,43980.0,87.79,Critical,High Risk,7.057949479940564,2024,October,21
SKU_15462,Personal Care,B,FreshMart Suppliers,Delhi Warehouse,2024-04-11 00:00:00,2024-08-08,146,457.0,18,0,38.79,789.37,100,42,14.0,22757.0,97.93,Normal,Low Risk,11.781386955400876,2024,August,8
SKU_11613,Frozen Foods,B,Prime Distribution,Bangalore Warehouse,2024-11-10 00:00:00,2024-12-06,101,531.0,15,15,17.29,642.41,83,43,8.0,17461.07,88.62,Critical,High Risk,30.711393869288607,2024,December,6
SKU_16014,Personal Care,A,NextGen Traders,Mumbai Warehouse,2024-06-05 00:00:00,2024-09-15,43,206.0,3,10,41.32,910.95,76,77,9.0,9478.12,91.31,Low Stock,High Risk,4.985479186834462,2024,September,15
SKU_13632,Bakery,B,Prime Distribution,Kolkata Warehouse,2023-10-17 00:00:00,2024-02-14,269,215.0,2,11,29.06,866.9095525291829,115,75,9.0,4659.73,94.9,Low Stock,High Risk,7.3984858912594635,2024,February,14
SKU_10962,Bakery,A,Metro Supply Co,Delhi Warehouse,2024-09-03 00:00:00,2024-12-07,47,493.0,12,11,38.32,772.55,208,39,4.0,33020.99,86.8,Low Stock,High Risk,12.865344467640918,2024,December,7
SKU_16032,Snacks,C,Metro Supply Co,Chennai Warehouse,2024-06-21 00:00:00,2024-09-18,13,653.0,0,15,35.93,996.18,104,37,6.0,70918.67,89.73,Low Stock,High Risk,18.17422766490398,2024,September,18
SKU_16290,Beverages,A,Prime Distribution,Kolkata Warehouse,2023-10-19 00:00:00,2024-01-23,282,533.0,10,18,33.63,1095.23,169,82,4.0,21963.41,89.69,Critical,High Risk,15.848944394885518,2024,January,23
SKU_16094,Produce,C,Prime Distribution,Bangalore Warehouse,2025-03-01 00:00:00,2025-04-28,116,447.0,7,14,28.69,1052.07,114,21,9.0,33983.37,90.62,Normal,Low Risk,15.580341582432903,2025,April,28
SKU_10359,Frozen Foods,C,Global Retail Supply,Delhi Warehouse,2023-10-19 00:00:00,2023-10-23,114,389.0,9,9,35.86,994.44,53,55,7.0,13465.84,91.73,Overstock,Low Risk,10.847741215839376,2023,October,23
SKU_13839,Personal Care,A,Urban Wholesale,Mumbai Warehouse,2023-06-26 00:00:00,2023-07-04,364,324.0,6,9,36.6,1137.66,115,73,11.0,35197.27,86.49,Critical,High Risk,8.852459016393443,2023,July,4
SKU_14471,Household,A,Prime Distribution,Bangalore Warehouse,2023-04-14 00:00:00,2023-06-07,375,390.0,10,7,41.53,1497.8,130,59,14.0,21018.68,87.37,Critical,High Risk,9.390801830002408,2023,June,7
SKU_11246,Personal Care,A,Metro Supply Co,Bangalore Warehouse,2024-01-11 00:00:00,2024-01-18,177,453.0,11,7,31.23,1179.97,214,78,11.0,39869.23,86.29,Low Stock,High Risk,14.505283381364073,2024,January,18
SKU_14664,Produce,B,FreshMart Suppliers,Chennai Warehouse,2023-03-04 00:00:00,2023-05-21,286,374.0,24,6,43.51,1160.89,112,78,8.0,24282.63,93.04,Overstock,Low Risk,8.595725120661918,2023,May,21
SKU_13694,Personal Care,B,NextGen Traders,Kolkata Warehouse,2023-06-13 00:00:00,2023-07-19,384,500.0,4,13,23.37,736.15,152,48,10.0,53819.54,83.86,Low Stock,High Risk,21.39495079161318,2023,July,19
SKU_15661,Produce,A,NextGen Traders,Mumbai Warehouse,2024-08-18 00:00:00,2024-09-30,66,441.0,0,14,39.01,1395.16,116,95,8.0,15682.2,97.13,Normal,Low Risk,11.30479364265573,2024,September,30
SKU_12567,Produce,C,Global Retail Supply,Mumbai Warehouse,2024-10-16 00:00:00,2025-01-14,25,292.0,10,4,39.27,1520.54,164,57,10.0,15959.9,90.32,Low Stock,High Risk,7.435701553348611,2025,January,14
SKU_13423,Produce,A,FreshMart Suppliers,Kolkata Warehouse,2024-04-10 00:00:00,2024-06-28,203,418.0,5,7,29.88,1158.51,137,43,11.0,23763.63,93.33,Critical,High Risk,13.989290495314592,2024,June,28
SKU_12037,Snacks,A,FreshMart Suppliers,Kolkata Warehouse,2024-08-10 00:00:00,2024-11-17,48,435.0,6,7,39.59,1536.48,147,66,8.0,43078.82,83.7,Critical,High Risk,10.987623137155847,2024,November,17
SKU_10772,Beverages,A,Urban Wholesale,Chennai Warehouse,2023-01-19 00:00:00,2023-03-06,262,317.0,10,1,46.5,1749.24,113,82,8.0,17250.66,84.7,Normal,Low Risk,6.817204301075269,2023,March,6
SKU_16161,Snacks,A,Global Retail Supply,Bangalore Warehouse,2025-02-16 00:00:00,2025-02-21,214,549.0,6,3,31.57,888.03,130,55,1.0,59359.62,94.28,Overstock,Low Risk,17.389927146024707,2025,February,21
SKU_13562,Dairy,A,Metro Supply Co,Bangalore Warehouse,2024-12-07 00:00:00,2025-01-19,240,513.0,17,13,31.15,931.36,151,64,9.0,10890.52,91.99,Normal,Low Risk,16.46869983948636,2025,January,19
SKU_16346,Produce,C,NextGen Traders,Chennai Warehouse,2024-11-17 00:00:00,2025-01-08,12,410.0,16,0,40.41,1215.8,150,46,13.0,8320.93,91.99,Critical,High Risk,10.146003464488988,2025,January,8
SKU_16126,Frozen Foods,A,Urban Wholesale,Mumbai Warehouse,2025-01-16 00:00:00,2025-02-22,105,526.0,8,8,40.86,1349.17,128,62,7.0,43064.69,94.3,Low Stock,High Risk,12.873225648556046,2025,February,22
SKU_11674,Beverages,B,Global Retail Supply,Chennai Warehouse,2024-06-16 00:00:00,2024-10-08,50,318.0,18,7,24.97,600.87,109,33,14.0,18393.17,90.685,Normal,Low Risk,12.735282338806568,2024,October,8
SKU_10365,Beverages,C,NextGen Traders,Kolkata Warehouse,2024-11-02 00:00:00,2025-01-05,203,484.0,0,8,38.28,1529.26,147,39,10.0,21519.36,89.12,Low Stock,High Risk,12.64367816091954,2025,January,5
SKU_15153,Produce,B,Global Retail Supply,Chennai Warehouse,2023-11-01 00:00:00,2023-11-11,394,254.0,10,2,43.84,1535.02,132,41,14.0,17486.04,97.62,Low Stock,High Risk,5.7937956204379555,2023,November,11
SKU_16241,Household,A,Metro Supply Co,Chennai Warehouse,2023-07-31 00:00:00,2023-08-26,36,315.0,4,9,56.29,2199.22,104,52,8.0,31294.57,89.9,Low Stock,High Risk,5.596020607567952,2023,August,26
SKU_10147,Snacks,B,Metro Supply Co,Chennai Warehouse,2023-12-25 00:00:00,2024-02-03,309,297.0,8,1,38.99,1534.41,139,50,14.0,26505.75,88.66,Overstock,Low Risk,7.617337778917671,2024,February,3
SKU_15885,Produce,A,Metro Supply Co,Chennai Warehouse,2023-06-02 00:00:00,2023-06-19,373,351.0,5,6,26.23,935.73,156,45,11.0,34021.52,93.91,Low Stock,High Risk,13.381624094548227,2023,June,19
SKU_13088,Dairy,A,Urban Wholesale,Kolkata Warehouse,2023-07-02 00:00:00,2023-10-24,115,478.0,15,9,29.58,1020.2,228,83,12.0,27952.18,94.32,Overstock,Low Risk,16.15956727518594,2023,October,24
SKU_15647,Frozen Foods,A,NextGen Traders,Bangalore Warehouse,2025-04-10 00:00:00,2025-05-13,251,346.0,9,4,44.38,1103.03,93,82,7.0,31470.62,98.3,Overstock,Low Risk,7.796304641730509,2025,May,13
SKU_10407,Beverages,B,Prime Distribution,Mumbai Warehouse,2024-11-30 00:00:00,2025-01-02,109,355.0,7,11,23.95,549.14,126,84,8.0,8636.21,95.33,Low Stock,High Risk,14.822546972860126,2025,January,2
SKU_16190,Bakery,A,Metro Supply Co,Delhi Warehouse,2024-05-24 00:00:00,2024-07-25,376,469.0,10,14,21.07,780.64,113,78,12.0,52450.02,93.16,Overstock,Low Risk,22.259136212624586,2024,July,25
SKU_13456,Beverages,C,Metro Supply Co,Kolkata Warehouse,2025-02-03 00:00:00,2025-04-24,141,276.0,13,6,20.33,610.95,124,43,5.0,12484.02,86.44,Overstock,Low Risk,13.575996064928677,2025,April,24
SKU_14182,Personal Care,A,Urban Wholesale,Delhi Warehouse,2025-02-27 00:00:00,2025-04-01,140,490.0,13,2,40.82,1181.98,123,41,7.0,53634.79,87.66,Critical,High Risk,12.003919647231749,2025,April,1
SKU_13576,Beverages,C,Urban Wholesale,Chennai Warehouse,2023-06-19 00:00:00,2023-07-27,201,506.0,8,5,20.94,683.95,68,45,12.0,34274.24,88.79,Overstock,Low Risk,24.164278892072588,2023,July,27
SKU_13271,Beverages,C,FreshMart Suppliers,Mumbai Warehouse,2023-01-31 00:00:00,2023-05-11,189,314.0,5,11,38.83,1332.75,142,42,10.0,24022.84,88.91,Low Stock,High Risk,8.08653103270667,2023,May,11
SKU_11031,Frozen Foods,B,NextGen Traders,Kolkata Warehouse,2023-05-09 00:00:00,2023-07-30,116,606.0,4,1,46.07,1335.41,51,55,19.0,70832.11,83.66,Low Stock,High Risk,13.153896244844802,2023,July,30
SKU_14376,Dairy,B,Global Retail Supply,Bangalore Warehouse,2023-07-30 00:00:00,2023-08-01,190,701.0,18,8,56.81,2216.36,138,51,12.0,54937.89,84.57,Critical,High Risk,12.339376870269318,2023,August,1
SKU_10855,Bakery,B,NextGen Traders,Chennai Warehouse,2024-02-29 00:00:00,2025-01-27,120,351.0,6,8,39.35,1180.34,108,70,10.0,29906.08,88.03,Overstock,Low Risk,8.91994917407878,2025,January,27
SKU_13926,Frozen Foods,A,Prime Distribution,Bangalore Warehouse,2024-05-15 00:00:00,2024-07-16,108,751.0,19,6,30.48,630.31,213,38,9.0,33483.53,90.62,Normal,Low Risk,24.639107611548557,2024,July,16
SKU_10078,Produce,B,FreshMart Suppliers,Delhi Warehouse,2023-06-10 00:00:00,2023-07-11,235,489.0,8,9,28.96,679.87,122,56,13.0,12546.09,82.05,Overstock,Low Risk,16.885359116022098,2023,July,11
SKU_12247,Beverages,A,Metro Supply Co,Bangalore Warehouse,2024-12-28 00:00:00,2025-02-10,305,358.0,0,2,41.25,1109.02,120,91,14.0,12242.2,96.46,Low Stock,High Risk,8.67878787878788,2025,February,10
SKU_14959,Snacks,A,FreshMart Suppliers,Delhi Warehouse,2023-09-08 00:00:00,2023-10-10,94,534.0,8,3,30.19,1023.06,123,50,15.0,49794.66,94.32,Overstock,Low Risk,17.68797615104339,2023,October,10
SKU_16120,Personal Care,A,Global Retail Supply,Delhi Warehouse,2023-05-10 00:00:00,2023-06-29,135,415.0,6,10,44.46,1088.69,133,67,12.0,14471.53,94.72,Low Stock,High Risk,9.334233018443545,2023,June,29
SKU_16661,Beverages,A,Urban Wholesale,Kolkata Warehouse,2025-02-01 00:00:00,2025-03-06,352,248.0,7,11,43.78,1306.0323540856032,130,57,17.0,8138.69,97.2,Overstock,Low Risk,5.6646870717222475,2025,March,6
SKU_14597,Produce,A,Global Retail Supply,Kolkata Warehouse,2023-08-21 00:00:00,2023-09-12,121,400.0,4,3,40.42,1387.21,105,30,3.0,16112.36,98.38,Normal,Low Risk,9.896091044037604,2023,September,12
SKU_10788,Frozen Foods,B,Prime Distribution,Mumbai Warehouse,2025-01-01 00:00:00,2025-02-19,303,480.0,13,3,19.97,595.7392898832685,97,46,12.0,20764.13,87.57,Low Stock,High Risk,24.036054081121684,2025,February,19
SKU_12279,Dairy,B,NextGen Traders,Bangalore Warehouse,2024-05-11 00:00:00,2024-09-06,314,561.0,12,10,29.92,892.5648249027238,145,78,7.0,46589.11,86.44,Low Stock,High Risk,18.75,2024,September,6
SKU_14095,Frozen Foods,A,Urban Wholesale,Mumbai Warehouse,2024-03-09 00:00:00,2024-04-23,269,453.0,10,7,40.76,1388.91,92,32,8.0,14091.87,87.06,Critical,High Risk,11.113837095191364,2024,April,23
SKU_13897,Bakery,A,FreshMart Suppliers,Kolkata Warehouse,2023-10-16 00:00:00,2023-12-07,254,586.0,7,4,34.19,1084.79,80,64,7.0,53493.58,82.17,Normal,Low Risk,17.139514477917523,2023,December,7
SKU_14353,Beverages,A,FreshMart Suppliers,Mumbai Warehouse,2024-04-09 00:00:00,2024-05-07,342,583.0,13,5,30.94,764.87,131,48,9.0,45909.85,90.37,Overstock,Low Risk,18.842921784098255,2024,May,7
