SKU_ID,Category,ABC_Class,Supplier_Name,Warehouse_Location,Received_Date,Last_Purchase_Date,Stock_Age_Days,Quantity_On_Hand,Damaged_Qty,Returns_Qty,Avg_Daily_Sales,Forecast_Next_30d,Reorder_Point,Safety_Stock,Lead_Time_Days,Total_Inventory_Value_USD,Supplier_OnTime_Pct,Inventory_Status
SKU_10601,Personal Care,B,FreshMart Suppliers,Delhi Warehouse,2024-08-09 00:00:00,2024-08-16,18,77.0,5,3,32.44,1074.62,103,75,4.0,3677.43,94.54,Normal
SKU_15558,Beverages,A,Metro Supply Co,Mumbai Warehouse,2023-04-19 00:00:00,2023-08-03,56,484.0,9,4,45.37,1079.87,157,27,7.0,42510.71,92.54,Overstock
SKU_14690,Household,A,Global Retail Supply,Mumbai Warehouse,2023-02-23 00:00:00,2023-06-01,218,358.0,7,10,27.02,727.25,112,77,10.0,40541.56,95.07,Critical
SKU_14810,Frozen Foods,B,FreshMart Suppliers,Bangalore Warehouse,2023-04-15 00:00:00,2023-07-23,143,359.0,9,3,7.26,200.84,126,101,8.0,13021.72,93.89,Low Stock
SKU_10554,Dairy,A,Global Retail Supply,Delhi Warehouse,2024-03-05 00:00:00,2024-04-14,325,236.0,9,9,36.76,962.76,64,42,9.0,22750.47,89.59,Normal
SKU_11159,Snacks,B,Urban Wholesale,Kolkata Warehouse,2024-03-08 00:00:00,2024-04-23,155,267.0,5,7,24.86,560.57,130,55,10.0,23786.16,86.1,Normal
SKU_11213,Beverages,B,FreshMart Suppliers,Kolkata Warehouse,2024-05-17 00:00:00,2024-06-09,58,303.0,9,5,25.12,740.26,142,70,13.0,32494.8,94.76,Low Stock
SKU_13922,Frozen Foods,C,Metro Supply Co,Mumbai Warehouse,2024-03-24 00:00:00,2024-04-11,119,169.0,8,7,43.75,875.63,183,67,16.0,5452.81,97.34,Normal
SKU_11325,Personal Care,A,Urban Wholesale,Kolkata Warehouse,2023-05-18 00:00:00,2023-09-05,245,195.0,7,9,30.37,973.83,110,82,10.0,16177.05,87.29,Overstock
SKU_16027,Dairy,C,FreshMart Suppliers,Kolkata Warehouse,2023-09-30 00:00:00,2023-11-01,287,446.0,0,11,37.42,998.14,102,51,5.0,14950.64,88.89,Overstock
SKU_10997,Produce,C,Metro Supply Co,Chennai Warehouse,2023-05-22 00:00:00,2023-09-02,286,185.0,3,13,32.23,1253.12,99,34,8.0,20720.68,90.38,Low Stock
SKU_10700,Personal Care,C,Global Retail Supply,Chennai Warehouse,2024-04-05 00:00:00,2024-05-16,95,372.0,4,3,31.27,1158.79,139,78,10.0,23488.35,82.61,Critical
SKU_12700,Snacks,A,Global Retail Supply,Delhi Warehouse,2025-02-07 00:00:00,2025-04-11,45,387.0,11,10,28.57,925.92,97,47,5.0,39825.57,87.62,Overstock
SKU_16083,Household,B,NextGen Traders,Mumbai Warehouse,2024-08-10 00:00:00,2024-10-28,267,496.0,3,6,38.05,973.73,61,85,13.0,21313.52,95.68,Normal
SKU_11847,Bakery,C,FreshMart Suppliers,Chennai Warehouse,2025-01-23 00:00:00,2025-05-01,361,152.0,6,5,44.43,1674.56,119,82,6.0,8040.7,89.31,Overstock
SKU_15993,Dairy,A,FreshMart Suppliers,Delhi Warehouse,2023-09-20 00:00:00,2023-11-06,165,431.0,14,5,31.02,1041.01,82,67,12.0,33581.56,83.7,Normal
SKU_12796,Bakery,C,Global Retail Supply,Chennai Warehouse,2024-11-29 00:00:00,2025-03-19,256,461.0,12,4,39.26,974.21,155,74,12.0,23520.25,94.0,Overstock
SKU_11455,Beverages,C,Urban Wholesale,Bangalore Warehouse,2024-07-17 00:00:00,2024-07-21,172,769.0,3,3,37.34,1216.46,183,43,9.0,64538.7,88.72,Normal
SKU_15613,Bakery,C,Urban Wholesale,Delhi Warehouse,2024-01-10 00:00:00,2024-03-04,197,462.0,19,3,42.38,1264.22,95,82,10.0,37124.54,86.61,Low Stock
SKU_13707,Personal Care,B,Metro Supply Co,Chennai Warehouse,2024-05-04 00:00:00,2024-08-03,171,543.0,4,8,16.45,490.14,80,76,9.0,26448.0,82.11,Critical
SKU_15478,Produce,B,Global Retail Supply,Bangalore Warehouse,2023-05-11 00:00:00,2023-07-31,363,365.0,3,2,33.91,726.61,113,50,16.0,14928.12,94.92,Low Stock
SKU_10866,Bakery,C,FreshMart Suppliers,Bangalore Warehouse,2024-11-13 00:00:00,2025-03-11,257,376.0,21,8,32.27,688.48,94,81,12.0,34632.18,97.34,Normal
SKU_15752,Bakery,C,Urban Wholesale,Delhi Warehouse,2023-03-21 00:00:00,2023-03-22,22,450.0,12,10,28.28,760.27,127,34,7.0,35007.53,90.28,Overstock
SKU_11644,Personal Care,B,Global Retail Supply,Mumbai Warehouse,2024-01-24 00:00:00,2024-04-20,390,562.0,15,12,35.94,801.58,99,32,9.0,62524.98,92.98,Low Stock
SKU_12140,Beverages,C,Prime Distribution,Kolkata Warehouse,2024-04-09 00:00:00,2024-04-24,113,276.0,8,2,63.24,1933.71,70,60,13.0,21268.33,92.06,Normal
SKU_14531,Produce,B,Prime Distribution,Kolkata Warehouse,2023-11-04 00:00:00,2024-02-11,232,463.0,6,7,23.82,521.87,116,51,10.0,51050.05,86.86,Critical
SKU_13520,Household,B,Metro Supply Co,Mumbai Warehouse,2024-02-12 00:00:00,2024-06-01,216,328.0,11,7,28.93,603.62,68,42,7.0,13319.98,88.83,Critical
SKU_15842,Snacks,C,FreshMart Suppliers,Kolkata Warehouse,2023-06-14 00:00:00,2023-06-21,113,328.0,4,13,18.76,643.25,131,48,13.0,17401.53,98.1,Low Stock
SKU_15413,Beverages,A,Metro Supply Co,Mumbai Warehouse,2024-11-02 00:00:00,2024-11-13,111,152.0,1,10,43.39,1657.44,79,81,9.0,8969.02,92.19,Overstock
SKU_11490,Beverages,B,FreshMart Suppliers,Chennai Warehouse,2024-12-06 00:00:00,2025-02-20,256,369.0,15,9,34.52,1118.61,127,63,5.0,19855.01,98.51,Normal
SKU_13871,Dairy,A,NextGen Traders,Delhi Warehouse,2024-01-16 00:00:00,2024-02-12,389,436.0,0,6,30.31,748.68,143,50,13.0,10041.19,92.51,Low Stock
SKU_10729,Snacks,A,Global Retail Supply,Delhi Warehouse,2025-03-21 00:00:00,2025-06-12,165,429.0,12,8,24.7,561.23,121,38,10.0,25254.16,92.68,Low Stock
SKU_14442,Dairy,A,NextGen Traders,Bangalore Warehouse,2023-05-14 00:00:00,2023-08-06,393,594.0,18,10,33.22,1152.86,107,59,7.0,40435.57,87.07,Low Stock
SKU_10779,Beverages,B,Global Retail Supply,Mumbai Warehouse,2024-02-24 00:00:00,2024-06-18,190,287.0,14,13,28.71,837.62,111,39,9.0,30118.88,95.51,Normal
SKU_12620,Frozen Foods,B,Prime Distribution,Kolkata Warehouse,2025-04-16 00:00:00,2025-05-19,390,431.0,9,12,48.06,1704.43,66,69,6.0,45990.78,85.46,Critical
SKU_11936,Dairy,C,Metro Supply Co,Mumbai Warehouse,2023-04-01 00:00:00,2023-05-07,379,357.0,13,1,30.82,788.22,66,45,11.0,42381.29,93.13,Normal
SKU_13938,Household,A,Global Retail Supply,Bangalore Warehouse,2024-03-16 00:00:00,2024-03-21,377,445.0,13,0,34.53,1376.88,94,90,11.0,25586.94,90.685,Normal
SKU_13333,Personal Care,B,Global Retail Supply,Delhi Warehouse,2025-04-14 00:00:00,2025-05-16,158,375.0,10,10,34.88,1196.92,97,42,10.0,22756.36,98.34,Critical
SKU_11110,Frozen Foods,B,NextGen Traders,Kolkata Warehouse,2025-01-10 00:00:00,2025-03-10,262,526.0,8,6,39.44,1007.22,144,72,13.0,62141.05,88.08,Critical
SKU_15446,Frozen Foods,B,Global Retail Supply,Delhi Warehouse,2024-05-11 00:00:00,2024-07-15,300,338.0,12,14,41.5,1070.31,89,51,11.0,12553.75,87.21,Low Stock
SKU_16570,Snacks,A,Metro Supply Co,Delhi Warehouse,2023-12-18 00:00:00,2024-03-19,186,412.0,9,7,37.88,1421.37,69,74,9.0,37317.54,86.93,Low Stock
SKU_12998,Dairy,A,Prime Distribution,Bangalore Warehouse,2023-10-11 00:00:00,2023-11-24,30,472.0,17,6,40.63,1014.57,81,51,11.0,51736.35,93.55,Normal
SKU_12394,Personal Care,C,Urban Wholesale,Bangalore Warehouse,2024-10-07 00:00:00,2024-12-22,290,482.0,8,5,49.62,1936.99,112,51,9.0,10831.58,86.86,Low Stock
SKU_11185,Snacks,A,Metro Supply Co,Chennai Warehouse,2024-11-02 00:00:00,2024-12-24,48,543.0,19,9,33.13,749.53,150,89,8.0,50788.76,86.59,Normal
SKU_12007,Snacks,B,Metro Supply Co,Kolkata Warehouse,2023-11-11 00:00:00,2024-02-10,318,304.0,11,4,26.89,676.23,91,58,12.0,7735.4,97.24,Low Stock
SKU_10193,Personal Care,C,Urban Wholesale,Kolkata Warehouse,2023-12-02 00:00:00,2024-03-31,383,203.0,12,11,29.23,943.0,42,49,11.0,7018.77,98.84,Critical
SKU_11515,Dairy,A,NextGen Traders,Bangalore Warehouse,2024-12-30 00:00:00,2025-03-10,271,197.0,12,7,46.35,1439.54,99,55,13.0,7654.51,89.87,Low Stock
SKU_15903,Produce,B,Global Retail Supply,Chennai Warehouse,2024-11-05 00:00:00,2024-11-06,332,526.0,11,0,40.97,1500.1,118,51,9.0,51414.64,86.19,Critical
SKU_10578,Bakery,B,Global Retail Supply,Kolkata Warehouse,2023-01-30 00:00:00,2023-04-01,49,504.0,24,7,38.93,1481.9,97,63,11.0,11665.84,88.52,Critical
SKU_12123,Personal Care,B,Metro Supply Co,Mumbai Warehouse,2024-08-14 00:00:00,2024-09-15,45,375.0,8,7,44.22,1423.67,116,80,14.0,44458.38,96.18,Normal
SKU_11429,Personal Care,C,NextGen Traders,Kolkata Warehouse,2025-04-17 00:00:00,2025-05-13,245,433.0,15,4,45.01,1537.76,96,43,12.0,29669.44,94.01,Normal
SKU_10771,Produce,B,Global Retail Supply,Delhi Warehouse,2023-05-13 00:00:00,2023-06-05,217,507.0,0,9,23.12,554.64,108,70,10.0,40451.7,83.72,Normal
SKU_12587,Frozen Foods,C,Global Retail Supply,Chennai Warehouse,2024-04-20 00:00:00,2024-06-29,355,289.0,10,7,38.61,1488.5,161,76,10.0,10414.7,84.03,Critical
SKU_12395,Bakery,B,NextGen Traders,Bangalore Warehouse,2024-06-10 00:00:00,2024-06-22,372,443.0,4,5,28.82,648.08,145,42,4.0,8710.08,91.54,Low Stock
SKU_16646,Bakery,A,NextGen Traders,Kolkata Warehouse,2023-04-03 00:00:00,2023-05-12,111,531.0,7,4,40.38,1182.03,106,91,5.0,38853.28,91.35,Normal
SKU_11846,Beverages,A,Metro Supply Co,Bangalore Warehouse,2024-10-15 00:00:00,2025-01-27,89,357.0,0,9,34.62,986.66,160,67,5.0,11788.86,83.89,Low Stock
SKU_10131,Bakery,B,Global Retail Supply,Kolkata Warehouse,2024-11-21 00:00:00,2024-12-02,231,442.0,7,8,45.74,1163.72,89,62,7.0,37798.84,90.26,Normal
SKU_10178,Dairy,A,Prime Distribution,Kolkata Warehouse,2024-10-19 00:00:00,2024-10-29,287,424.0,6,8,19.44,563.75,129,76,4.0,37045.35,87.86,Normal
SKU_16582,Produce,B,Metro Supply Co,Mumbai Warehouse,2024-07-23 00:00:00,2024-09-16,132,618.0,10,8,22.43,454.47,85,28,14.0,15855.61,83.3,Normal
SKU_11811,Frozen Foods,B,Metro Supply Co,Mumbai Warehouse,2024-03-04 00:00:00,2024-05-04,97,479.0,15,8,39.79,1050.61,124,73,5.0,41189.96,96.09,Overstock
SKU_14288,Bakery,C,Urban Wholesale,Chennai Warehouse,2024-02-29 00:00:00,2023-10-21,157,255.0,13,10,29.56,751.0,150,74,9.0,29917.87,87.08,Low Stock
SKU_12580,Beverages,A,Urban Wholesale,Mumbai Warehouse,2023-09-04 00:00:00,2023-12-09,267,436.0,6,5,43.47,991.85,149,75,12.0,18989.67,85.61,Critical
SKU_14322,Personal Care,A,FreshMart Suppliers,Bangalore Warehouse,2024-02-04 00:00:00,2024-05-21,178,307.0,9,8,27.71,1074.89,52,63,7.0,26603.8,85.58,Normal
SKU_16282,Dairy,C,Metro Supply Co,Delhi Warehouse,2024-02-26 00:00:00,2024-05-06,27,269.0,8,12,27.36,957.04,73,17,11.0,15882.42,93.29,Normal
SKU_12652,Frozen Foods,C,Urban Wholesale,Chennai Warehouse,2023-01-10 00:00:00,2023-01-14,297,498.0,8,7,23.3,700.83,123,69,8.0,15798.62,87.93,Overstock
SKU_14371,Bakery,B,NextGen Traders,Mumbai Warehouse,2023-06-07 00:00:00,2023-09-01,244,449.0,10,4,25.57,987.97,140,43,4.0,35376.16,93.06,Normal
SKU_12073,Dairy,A,NextGen Traders,Kolkata Warehouse,2023-04-08 00:00:00,2023-07-01,302,386.0,5,5,33.36,696.19,132,78,8.0,36694.24,94.3,Normal
SKU_10658,Produce,B,Urban Wholesale,Kolkata Warehouse,2024-08-15 00:00:00,2024-09-28,345,378.0,12,10,26.61,881.2,122,19,14.0,37140.8,90.26,Low Stock
SKU_11896,Snacks,A,Urban Wholesale,Bangalore Warehouse,2024-04-30 00:00:00,2024-05-26,399,580.0,10,8,20.53,741.04,110,55,10.0,58415.02,83.4,Normal
SKU_16260,Personal Care,B,FreshMart Suppliers,Bangalore Warehouse,2024-02-18 00:00:00,2024-02-21,234,511.0,13,0,46.23,1255.22,132,76,15.0,39871.25,97.49,Critical
SKU_12606,Bakery,B,Urban Wholesale,Delhi Warehouse,2024-11-14 00:00:00,2025-03-06,363,411.0,6,5,39.87,821.59,92,44,5.0,23656.83,88.0,Critical
SKU_12221,Beverages,A,Global Retail Supply,Bangalore Warehouse,2024-11-20 00:00:00,2025-02-21,261,418.0,5,7,17.43,598.31,129,5,9.0,23143.12,87.98,Overstock
SKU_16345,Beverages,B,Global Retail Supply,Delhi Warehouse,2025-04-16 00:00:00,2025-05-09,388,477.0,14,4,21.43,655.39,163,83,15.0,53824.46,83.24,Critical
SKU_12379,Personal Care,A,FreshMart Suppliers,Mumbai Warehouse,2024-11-26 00:00:00,2025-02-26,375,237.0,18,10,28.92,646.35,132,29,13.0,21170.67,83.58,Low Stock
SKU_11447,Personal Care,A,Prime Distribution,Chennai Warehouse,2023-03-25 00:00:00,2023-06-01,377,282.0,11,3,26.45,788.71,111,38,8.0,22409.18,90.62,Low Stock
SKU_15492,Bakery,A,Global Retail Supply,Delhi Warehouse,2024-04-09 00:00:00,2024-06-20,327,369.0,8,8,49.01,1695.33,103,44,12.0,23091.31,95.23,Overstock
SKU_10342,Snacks,A,Global Retail Supply,Delhi Warehouse,2024-03-13 00:00:00,2024-03-25,107,409.0,2,4,24.96,646.24,126,61,7.0,34980.16,92.2,Overstock
SKU_13372,Bakery,A,NextGen Traders,Kolkata Warehouse,2024-09-15 00:00:00,2024-12-28,204,641.0,14,5,43.4,1255.12,110,84,8.0,36911.74,84.06,Critical
SKU_15059,Snacks,A,Metro Supply Co,Kolkata Warehouse,2025-04-07 00:00:00,2025-05-28,187,293.0,11,6,30.8,621.92,77,54,13.0,21331.52,97.25,Normal
SKU_16223,Personal Care,A,Global Retail Supply,Delhi Warehouse,2023-10-05 00:00:00,2023-10-13,173,208.0,8,9,23.72,659.89,135,60,11.0,21490.8,90.34,Critical
SKU_12527,Bakery,A,NextGen Traders,Kolkata Warehouse,2023-11-28 00:00:00,2024-01-02,173,324.0,15,7,46.63,1130.78,101,74,7.0,27622.15,88.98,Normal
SKU_10727,Personal Care,C,FreshMart Suppliers,Bangalore Warehouse,2023-12-07 00:00:00,2024-03-08,87,334.0,0,5,21.08,599.67,171,57,8.0,37305.03,83.71,Critical
SKU_16407,Frozen Foods,B,Urban Wholesale,Mumbai Warehouse,2024-07-15 00:00:00,2024-08-15,274,385.0,7,5,32.8,1252.86,102,73,10.0,9058.62,83.66,Low Stock
SKU_10976,Personal Care,A,Global Retail Supply,Mumbai Warehouse,2023-06-19 00:00:00,2023-08-15,210,281.0,10,9,23.23,813.39,147,24,8.0,16068.52,95.25,Low Stock
SKU_15976,Dairy,C,FreshMart Suppliers,Chennai Warehouse,2023-10-20 00:00:00,2023-12-25,327,544.0,9,10,35.08,929.41,106,45,6.0,41862.05,84.8,Critical
SKU_14655,Bakery,B,Metro Supply Co,Bangalore Warehouse,2025-03-17 00:00:00,2025-03-24,252,415.0,6,9,37.07,1105.86156614786,99,60,7.0,17465.95,90.38,Low Stock
SKU_11928,Frozen Foods,C,Metro Supply Co,Mumbai Warehouse,2023-01-02 00:00:00,2023-04-29,87,248.0,16,8,32.97,952.78,132,64,12.0,6761.74,87.85,Low Stock
SKU_13516,Produce,B,NextGen Traders,Bangalore Warehouse,2023-11-21 00:00:00,2024-03-16,8,512.0,14,9,21.98,870.46,118,54,8.0,52124.86,82.76,Normal
SKU_16451,Personal Care,B,FreshMart Suppliers,Kolkata Warehouse,2023-07-25 00:00:00,2023-08-07,201,477.0,1,7,47.14,1474.76,137,22,9.0,42944.48,87.4,Normal
SKU_14365,Personal Care,C,Urban Wholesale,Mumbai Warehouse,2025-01-25 00:00:00,2025-04-06,139,335.0,12,9,41.95,1159.01,182,63,6.0,38746.85,97.09,Overstock
SKU_16534,Dairy,A,Urban Wholesale,Mumbai Warehouse,2024-09-24 00:00:00,2025-01-11,150,248.0,10,13,29.93,951.11,126,38,9.0,8391.45,90.28,Critical
SKU_16441,Bakery,A,Metro Supply Co,Kolkata Warehouse,2023-06-17 00:00:00,2023-07-13,215,515.0,11,4,46.87,1336.4,112,49,11.0,60465.36,91.54,Low Stock
SKU_11299,Produce,A,NextGen Traders,Chennai Warehouse,2023-10-08 00:00:00,2023-10-22,374,573.0,16,8,22.37,480.7,83,62,8.0,19689.79,94.29,Critical
SKU_14667,Beverages,A,Global Retail Supply,Kolkata Warehouse,2024-07-01 00:00:00,2024-09-03,188,281.0,9,8,40.31,1202.516313229572,75,50,10.0,5070.17,94.23,Low Stock
SKU_16157,Dairy,A,NextGen Traders,Delhi Warehouse,2023-12-18 00:00:00,2024-02-27,30,377.0,13,10,33.67,891.4,126,74,11.0,13729.13,88.23,Normal
SKU_10660,Dairy,A,Global Retail Supply,Mumbai Warehouse,2023-06-20 00:00:00,2023-09-08,94,365.0,18,4,42.72,1643.98,130,85,7.0,33070.77,86.85,Normal
SKU_11790,Bakery,C,FreshMart Suppliers,Kolkata Warehouse,2023-04-13 00:00:00,2023-06-10,87,420.0,7,9,45.88,1283.39,98,29,12.0,40265.95,83.53,Normal
SKU_11492,Frozen Foods,C,Prime Distribution,Mumbai Warehouse,2024-09-10 00:00:00,2024-11-10,236,478.0,10,11,24.49,506.62,109,55,11.0,23709.27,95.21,Normal
SKU_15285,Produce,B,FreshMart Suppliers,Mumbai Warehouse,2024-10-16 00:00:00,2024-12-06,349,429.0,5,11,43.15,926.19,89,36,11.0,34479.58,97.3,Overstock
SKU_10493,Produce,C,Prime Distribution,Bangalore Warehouse,2024-02-27 00:00:00,2024-03-23,331,269.0,9,5,5.71,211.67,181,81,8.0,9846.89,86.92,Critical
SKU_13901,Beverages,A,NextGen Traders,Delhi Warehouse,2025-03-30 00:00:00,2025-04-08,368,279.0,10,10,39.43,790.07,131,71,10.0,13501.59,82.14,Critical
SKU_14713,Personal Care,A,FreshMart Suppliers,Kolkata Warehouse,2024-05-19 00:00:00,2024-06-26,369,452.0,10,2,17.9,382.87,100,67,8.0,42176.68,96.9,Critical
SKU_14932,Bakery,A,FreshMart Suppliers,Chennai Warehouse,2025-02-01 00:00:00,2025-04-06,138,531.0,0,11,29.45,868.23,107,94,10.0,12817.1,88.58,Overstock
SKU_16228,Household,B,Metro Supply Co,Chennai Warehouse,2025-04-26 00:00:00,2025-05-11,279,487.0,15,5,67.23,2171.24,162,65,9.0,42243.26,98.93,Critical
SKU_16173,Frozen Foods,B,Global Retail Supply,Kolkata Warehouse,2024-09-19 00:00:00,2024-12-17,311,523.0,19,10,37.89,1421.44,157,55,7.0,30280.19,90.08,Overstock
SKU_15681,Frozen Foods,C,Metro Supply Co,Mumbai Warehouse,2023-10-09 00:00:00,2023-11-11,58,587.0,16,9,39.05,1084.15,114,60,8.0,66417.94,87.43,Low Stock
SKU_11085,Household,C,NextGen Traders,Kolkata Warehouse,2024-11-10 00:00:00,2025-01-12,159,340.0,2,3,44.94,1126.68,127,57,8.0,22029.48,96.07,Critical
SKU_16327,Frozen Foods,A,FreshMart Suppliers,Kolkata Warehouse,2023-03-31 00:00:00,2023-06-11,249,385.0,13,6,18.75,512.12,117,76,11.0,9341.83,87.95,Critical
SKU_16631,Beverages,C,Metro Supply Co,Bangalore Warehouse,2024-01-30 00:00:00,2024-03-04,126,566.0,8,8,47.38,1501.38,121,74,11.0,50262.56,85.29,Overstock
SKU_10694,Snacks,A,Prime Distribution,Chennai Warehouse,2023-03-08 00:00:00,2023-04-24,211,435.0,9,6,26.74,1056.34,99,32,9.0,22855.09,92.11,Overstock
SKU_11278,Beverages,B,Urban Wholesale,Kolkata Warehouse,2023-09-21 00:00:00,2023-12-12,80,396.0,10,9,40.6,997.07,127,35,7.0,41498.33,91.91,Critical
SKU_13198,Frozen Foods,A,Global Retail Supply,Chennai Warehouse,2023-02-05 00:00:00,2023-02-22,128,207.0,6,10,29.08,992.53,110,25,7.0,13216.97,97.7,Low Stock
SKU_14730,Household,A,FreshMart Suppliers,Bangalore Warehouse,2024-11-06 00:00:00,2025-02-26,124,488.0,4,6,45.88,1334.08,173,68,9.0,29469.33,89.29,Low Stock
SKU_11621,Frozen Foods,C,Prime Distribution,Kolkata Warehouse,2023-04-22 00:00:00,2023-07-25,144,581.0,16,9,21.59,564.08,136,91,14.0,55743.78,86.27,Overstock
SKU_12561,Snacks,B,Global Retail Supply,Kolkata Warehouse,2024-02-23 00:00:00,2024-05-03,393,310.0,20,6,23.46,750.49,117,78,10.0,26838.63,98.8,Low Stock
SKU_14684,Bakery,B,NextGen Traders,Delhi Warehouse,2025-04-17 00:00:00,2025-07-11,148,473.0,7,8,53.97,1943.15,108,22,12.0,19146.53,94.91,Critical
SKU_14537,Bakery,C,Metro Supply Co,Delhi Warehouse,2024-04-03 00:00:00,2024-04-13,378,332.0,11,5,45.0,1342.4270428015564,166,54,12.0,35857.15,88.39,Overstock
SKU_10067,Personal Care,B,Urban Wholesale,Kolkata Warehouse,2023-12-11 00:00:00,2023-12-15,186,350.0,8,0,19.85,593.24,161,92,9.0,17903.01,90.29,Overstock
SKU_11731,Household,C,Metro Supply Co,Bangalore Warehouse,2024-08-12 00:00:00,2024-09-03,118,477.0,6,4,44.45,1247.85,117,65,9.0,37249.25,96.76,Normal
SKU_13780,Personal Care,B,Prime Distribution,Kolkata Warehouse,2024-07-11 00:00:00,2024-08-12,102,255.0,10,5,32.26,996.48,179,35,10.0,7745.15,91.85,Normal
SKU_12269,Frozen Foods,A,Global Retail Supply,Bangalore Warehouse,2024-08-29 00:00:00,2024-10-23,293,551.0,7,9,54.76,1240.05,117,82,15.0,55545.35,82.45,Overstock
SKU_15852,Bakery,C,Global Retail Supply,Kolkata Warehouse,2025-04-08 00:00:00,2025-06-11,28,409.0,15,6,24.17,689.68,138,66,7.0,45558.87,92.07,Low Stock
SKU_13927,Produce,C,Global Retail Supply,Mumbai Warehouse,2024-08-27 00:00:00,2024-12-01,286,422.0,9,1,39.97,1594.46,90,88,5.0,19241.38,89.24,Overstock
SKU_15282,Frozen Foods,A,Urban Wholesale,Chennai Warehouse,2023-08-09 00:00:00,2023-08-27,375,290.0,10,11,35.99,1425.36,109,85,11.0,14261.35,98.26,Critical
SKU_10820,Beverages,B,Prime Distribution,Chennai Warehouse,2024-11-28 00:00:00,2025-02-08,349,460.0,5,8,20.34,766.05,66,67,9.0,8371.73,89.26,Overstock
SKU_11226,Produce,A,Prime Distribution,Kolkata Warehouse,2024-04-23 00:00:00,2024-05-27,100,225.0,13,6,40.57,836.92,175,17,7.0,6696.09,93.19,Overstock
SKU_11677,Beverages,C,Prime Distribution,Delhi Warehouse,2023-10-25 00:00:00,2024-01-29,288,436.0,9,7,33.91,1331.39,116,77,11.0,12999.13,87.17,Overstock
SKU_15605,Frozen Foods,C,Urban Wholesale,Chennai Warehouse,2024-04-21 00:00:00,2024-04-24,25,298.0,16,8,43.63,1393.27,125,69,5.0,16678.15,83.58,Low Stock
SKU_12867,Snacks,B,NextGen Traders,Chennai Warehouse,2024-03-10 00:00:00,2024-04-12,167,314.0,13,10,35.85,956.94,84,51,12.0,14242.58,88.91,Overstock
SKU_13447,Produce,A,Prime Distribution,Mumbai Warehouse,2023-01-30 00:00:00,2023-05-03,392,488.0,13,11,33.35,936.13,122,89,10.0,35058.63,87.68,Normal
SKU_15826,Beverages,A,FreshMart Suppliers,Kolkata Warehouse,2024-05-25 00:00:00,2024-09-20,43,399.0,11,6,26.26,924.07,107,35,11.0,35401.65,98.98,Normal
SKU_12367,Produce,B,Urban Wholesale,Mumbai Warehouse,2023-05-12 00:00:00,2023-08-20,7,622.0,11,10,49.0,1200.98,101,30,10.0,73780.02,97.69,Normal
SKU_14801,Bakery,C,Metro Supply Co,Kolkata Warehouse,2024-04-26 00:00:00,2024-05-29,250,352.0,4,10,32.51,1299.63,139,58,7.0,13714.06,92.81,Low Stock
SKU_14462,Dairy,C,Global Retail Supply,Mumbai Warehouse,2024-09-26 00:00:00,2024-09-29,68,246.0,2,6,38.47,1340.62,146,28,11.0,9679.03,93.75,Normal
SKU_12512,Dairy,A,FreshMart Suppliers,Chennai Warehouse,2024-02-23 00:00:00,2024-04-25,383,373.0,19,4,37.11,769.42,123,80,13.0,18699.9,86.35,Critical
SKU_15202,Household,B,Urban Wholesale,Kolkata Warehouse,2023-11-30 00:00:00,2023-12-13,360,448.0,7,10,34.87,1306.23,127,85,11.0,21821.09,87.19,Normal
SKU_12723,Bakery,C,Metro Supply Co,Delhi Warehouse,2023-02-22 00:00:00,2023-02-24,335,306.0,10,4,45.47,1644.98,124,41,12.0,11050.68,84.23,Critical
SKU_15974,Frozen Foods,B,Urban Wholesale,Bangalore Warehouse,2024-12-03 00:00:00,2025-01-24,87,478.0,6,8,35.27,1153.04,109,64,7.0,36108.59,85.42,Low Stock
SKU_15708,Bakery,B,Prime Distribution,Bangalore Warehouse,2024-11-21 00:00:00,2024-11-25,361,617.0,11,11,47.79,1601.03,126,76,10.0,42721.84,92.78,Critical
SKU_14954,Frozen Foods,B,FreshMart Suppliers,Delhi Warehouse,2023-07-16 00:00:00,2023-08-26,18,383.0,12,7,40.24,1606.85,83,43,11.0,30242.01,82.94,Critical
SKU_11143,Beverages,B,Prime Distribution,Kolkata Warehouse,2023-09-28 00:00:00,2024-01-15,243,359.0,9,10,47.78,1126.45,137,62,14.0,23406.04,89.48,Low Stock
SKU_10397,Personal Care,C,Metro Supply Co,Bangalore Warehouse,2023-04-27 00:00:00,2023-05-10,329,477.0,14,5,22.97,808.23,88,50,8.0,19374.88,87.8,Normal
SKU_16178,Snacks,C,Prime Distribution,Delhi Warehouse,2023-08-18 00:00:00,2023-10-14,238,408.0,7,4,46.02,1593.53,181,25,7.0,23462.31,95.34,Critical
SKU_13801,Personal Care,B,Prime Distribution,Chennai Warehouse,2023-11-27 00:00:00,2024-03-08,88,477.0,9,7,40.24,1062.12,143,61,13.0,34256.71,90.53,Normal
SKU_10786,Beverages,C,FreshMart Suppliers,Chennai Warehouse,2025-01-19 00:00:00,2025-01-27,68,439.0,3,6,43.42,1599.23,88,9,9.0,19533.37,90.63,Overstock
SKU_15747,Snacks,B,Global Retail Supply,Chennai Warehouse,2023-03-21 00:00:00,2023-05-29,87,516.0,8,15,30.63,1011.11,99,57,7.0,24563.14,88.56,Low Stock
